# d (Angstrom)	E (Hartree)
0.488628762541806	-2.610197729969084
0.49331103678929766	-2.619271686286952
0.49799331103678923	-2.6280416586835074
0.5026755852842809	-2.636517791311061
0.5073578595317726	-2.6447098519903287
0.5120401337792642	-2.652627248990105
0.5167224080267558	-2.6602790468652264
0.5214046822742474	-2.667673981415211
0.5260869565217391	-2.6748204738215304
0.5307692307692308	-2.6817266440173526
0.5354515050167223	-2.6884003233399065
0.540133779264214	-2.6948490665120377
0.5448160535117057	-2.7010801629964107
0.5494983277591973	-2.7071006477626565
0.554180602006689	-2.7129173115050413
0.5588628762541805	-2.718536710345689
0.5635451505016722	-2.7239651750557323
0.5682274247491639	-2.729208819824871
0.5729096989966554	-2.734273550607793
0.5775919732441471	-2.739165073071502
0.5822742474916388	-2.7438889001730007
0.5869565217391304	-2.7484503593838356
0.5916387959866221	-2.752854599586896
0.5963210702341136	-2.757106597663614
0.6010033444816053	-2.7612111647899384
0.605685618729097	-2.7651729524582587
0.6103678929765886	-2.768996458240978
0.6150501672240802	-2.772686031310469
0.6197324414715718	-2.776245877729173
0.6244147157190635	-2.7796800655225002
0.6290969899665552	-2.7829925295464064
0.6337792642140467	-2.7861870761606875
0.6384615384615384	-2.789267387718212
0.64314381270903	-2.7922370268797345
0.6478260869565217	-2.7950994407630274
0.6525083612040133	-2.7978579649347823
0.6571906354515049	-2.8005158272529114
0.6618729096989966	-2.803076151566413
0.6665551839464883	-2.805541961279558
0.6712374581939798	-2.807916182786659
0.6759197324414715	-2.8102016487832744
0.6806020066889632	-2.8124011014591517
0.6852842809364548	-2.8145171955782864
0.6899665551839465	-2.8165525014506834
0.694648829431438	-2.8185095078002105
0.6993311036789297	-2.8203906245330197
0.7040133779264214	-2.8221981854102243
0.708695652173913	-2.823934450628614
0.7133779264214046	-2.8256016093128826
0.7180602006688962	-2.827201781922718
0.7227424749163879	-2.828737022577683
0.7274247491638796	-2.830209321302975
0.7321070234113711	-2.83162060619875
0.7367892976588628	-2.8329727455356903
0.7414715719063545	-2.8342675497792302
0.7461538461538461	-2.835506773544801
0.7508361204013377	-2.836692117486617
0.7555183946488294	-2.837825230121696
0.760200668896321	-2.838907709591628
0.7648829431438127	-2.839941105363815
0.7695652173913042	-2.8409269198741494
0.7742474916387959	-2.841866610113014
0.7789297658862876	-2.842761589156183
0.7836120401337792	-2.843613227642629
0.7882943143812708	-2.844422855200643
0.7929765886287624	-2.8451917618237657
0.7976588628762541	-2.845921199198515
0.8023411371237458	-2.846612381984826
0.8070234113712373	-2.8472664890511576
0.811705685618729	-2.8478846646653517
0.8163879598662207	-2.848468019642794
0.8210702341137123	-2.849017632453102
0.825752508361204	-2.8495345502868004
0.8304347826086956	-2.850019790083115
0.8351170568561872	-2.850474339520183
0.8397993311036789	-2.850899157968954
0.8444816053511705	-2.8512951774118864
0.8491638795986621	-2.851663303327662
0.8538461538461538	-2.8520044155430675
0.8585284280936454	-2.852319369053073
0.8632107023411371	-2.8526089948103515
0.8678929765886286	-2.8528741004850735
0.8725752508361203	-2.853115471196302
0.877257525083612	-2.8533338702157884
0.8819397993311036	-2.853530039645229
0.8866220735785952	-2.853704701068009
0.8913043478260869	-2.853858556176258
0.8959866220735785	-2.853992287374334
0.9006688963210702	-2.8541065583594203
0.9053511705685618	-2.8542020146802463
0.9100334448160534	-2.8542792842748375
0.9147157190635451	-2.8543389779879575
0.9193979933110367	-2.854381690069181
0.9240802675585283	-2.854407998652406
0.92876254180602	-2.8544184662174645
0.9334448160535116	-2.8544136400346103
0.9381270903010033	-2.8543940525927463
0.9428093645484948	-2.8543602220118043
0.9474916387959865	-2.854312652440255
0.9521739130434782	-2.854251834438208
0.9568561872909698	-2.8541782453467603
0.9615384615384615	-2.8540923496443065
0.9662207357859531	-2.8539945992902838
0.9709030100334447	-2.85388543405689
0.9755852842809364	-2.853765281849552
0.9802675585284281	-2.8536345590163688
0.9849498327759196	-2.853493670647127
0.9896321070234113	-2.8533430108626368
0.9943143812709029	-2.853182963094369
0.9989966555183946	-2.853013900355248
1.0036789297658864	-2.8528361855063755
1.0083612040133778	-2.8526501714931825
1.0130434782608695	-2.8524562016177764
1.0177257525083612	-2.852254609760718
1.0224080267558529	-2.8520457206169016
1.0270903010033445	-2.8518298499205277
1.031772575250836	-2.8516073046636574
1.0364548494983277	-2.8513783833086492
1.0411371237458193	-2.8511433759947815
1.045819397993311	-2.8509025647392257
1.0505016722408027	-2.8506562236327566
1.0551839464882944	-2.850404619030372
1.0598662207357858	-2.850148009737053
1.0645484949832775	-2.8498866471888324
1.0692307692307692	-2.8496207756294734
1.0739130434782609	-2.849350632282841
1.0785953177257526	-2.8490764475211843
1.083277591973244	-2.8487984450295247
1.0879598662207357	-2.848516841966193
1.0926421404682274	-2.8482318491198053
1.097324414715719	-2.8479436710626764
1.1020066889632107	-2.8476525063008835
1.1066889632107024	-2.8473585474210616
1.111371237458194	-2.847061981233997
1.1160535117056856	-2.8467629889151844
1.1207357859531772	-2.8464617461424484
1.125418060200669	-2.846158423230585
1.1301003344481606	-2.8458531852632993
1.1347826086956523	-2.8455461922223
1.1394648829431437	-2.8452375991138283
1.1441471571906354	-2.844927556092479
1.148829431438127	-2.844616208582588
1.1535117056856188	-2.8443036973969966
1.1581939799331105	-2.8439901588534857
1.162876254180602	-2.843675724888773
1.1675585284280936	-2.843360523170108
1.1722408026755853	-2.8430446772046514
1.176923076923077	-2.8427283064465145
1.1816053511705686	-2.8424115264015835
1.18628762541806	-2.8420944487301645
1.1909698996655518	-2.8417771813474078
1.1956521739130435	-2.841459828521675
1.2003344481605351	-2.8411424909707437
1.2050167224080268	-2.8408252659559308
1.2096989966555185	-2.8405082473742507
1.21438127090301	-2.840191525848424
1.2190635451505016	-2.839875188815002
1.2237458193979933	-2.8395593206105194
1.228428093645485	-2.8392440025556196
1.2331103678929767	-2.8389293130373465
1.2377926421404681	-2.838615327589525
1.2424749163879598	-2.8383021189712774
1.2471571906354515	-2.837989757243691
1.2518394648829432	-2.83767830984469
1.2565217391304349	-2.8373678416620876
1.2612040133779265	-2.837058415104944
1.265886287625418	-2.8367500901730756
1.2705685618729097	-2.836442924524989
1.2752508361204014	-2.8361369735439794
1.279933110367893	-2.8358322904027338
1.2846153846153847	-2.8355289261261465
1.2892976588628762	-2.835226929652613
1.2939799331103679	-2.834926347893771
1.2986622073578595	-2.8346272257925436
1.3033444816053512	-2.834329606379886
1.308026755852843	-2.8340335308297804
1.3127090301003344	-2.8337390385129675
1.317391304347826	-2.8334461670490914
1.3220735785953177	-2.833154952357543
1.3267558528428094	-2.8328654287067914
1.331438127090301	-2.8325776287624786
1.3361204013377925	-2.832291583634076
1.3408026755852842	-2.832007322920354
1.345484949832776	-2.831724874753437
1.3501672240802676	-2.831444265841719
1.3548494983277592	-2.8311655215115366
1.359531772575251	-2.8308886657476267
1.3642140468227424	-2.830613721232438
1.368896321070234	-2.8303407093842887
1.3735785953177257	-2.830069650394484
1.3782608695652174	-2.8298005632632846
1.382943143812709	-2.8295334658348246
1.3876254180602006	-2.8292683748310945
1.3923076923076922	-2.8290053058848064
1.396989966555184	-2.828744273571394
1.4016722408026756	-2.8284852914400074
1.4063545150501673	-2.8282283720436654
1.411036789297659	-2.827973526968397
1.4157190635451504	-2.8277207668616464
1.420401337792642	-2.8274701014598054
1.4250836120401338	-2.8272215396148868
1.4297658862876255	-2.826975089320462
1.4344481605351171	-2.826730757736836
1.4391304347826086	-2.826488551215452
1.4438127090301003	-2.8262484753226094
1.448494983277592	-2.8260105348624998
1.4531772575250836	-2.8257747338995336
1.4578595317725753	-2.8255410757800767
1.4625418060200668	-2.8253095631535077
1.4672240802675585	-2.8250801979927394
1.4719063545150501	-2.824852981614077
1.4765886287625418	-2.824627914696582
1.4812709030100335	-2.8244049973008787
1.485953177257525	-2.824184228887412
1.4906354515050166	-2.8239656083342446
1.4953177257525083	-2.8237491339543412
1.5	-2.823534803512376
